FireName,FireYear,area
SLAM,1972,51687189
KALL,1972,7646622
INLAND,1977,110700547
SHEKLUK,1971,31399013
Tagagawik,2013,603201
GAL NW 95,1990,1024174
9 MILE SLOUGH,1968,17336634
South Fork,2013,9187377
Innoko River,2009,149136
Old Woman River,2013,20558379
SELAWIK SE-40,1959,122509364
Continental,2009,4567192
GAL NW 63,1996,4353180
Derby Creek,2010,94562776
7 MILE ISLE,1968,10827833
Yetna,1972,1654168
IDITAROD #1,1959,32972745
Gulch,1972,1065479
Swinging Dome,1989,803957
Franklin,2007,939204
HOLY CROSS E-32,1962,4966844
FLAZ,1972,11188451
North Fork Buckland River,2011,1926740
Shaktolik,2008,83738
PEACE,1972,2609785
432236,1994,589035
Unalakleet,1977,1546030
UNK SE 10,1990,4153939
THOMPSON SLOUGH,1969,339196297
UNK NE 8,1990,42096
POLE,1993,46353604
West Deer Hunter,2005,1858034
IAN N 55,1984,25882697
KAIYAK,1972,22348660
JUNO,1968,4747419
Innoko,1996,570835
Cross,1991,56734344
Jet,2008,86636
Cobalt,2009,5455428
Kingasivik Mountains,2010,60734
Wilhelmina,2013,2931705
OTZ NE 55,1995,3934665
Kitlik River,2012,418275
Kobuk,2010,1212379
OTZ NE 85,1994,6121467
COTTON,1970,5808394
NALUK,1972,23798664
KATLITNA,1994,175593710
Big River 1,1998,261962
TATAWIKSUK,1990,2688082
Cheeneetnuk,2013,488051
Swift,2005,74761696
Katlitna,2009,26381088
Gagaryah,2013,3014582
WHITEFISH,1993,34002
Kucher Creek,2012,75529131
Chulitna,2005,534
Kogoluktuk River,2012,6771456
GAL NE 97,1990,164924
Treat Island,2011,2585
Dulbi Flats,2007,145722
MELOZI SPRINGS,1968,59684647
GAL NE 42,1986,12222489
Susulatna,2009,65774073
